"filename", "language", "Properties", "JSON", "HTML", "Java", "SQL", "comment", "blank", "total"
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\account\AccountServiceModel.java", "Java", 0, 0, 0, 23, 0, 0, 3, 26
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\error\RestError.java", "Java", 0, 0, 0, 16, 0, 0, 3, 19
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\error\RestValidationError.java", "Java", 0, 0, 0, 12, 0, 0, 3, 15
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\geo\AddressServiceModel.java", "Java", 0, 0, 0, 14, 0, 0, 3, 17
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\geo\LocationServiceModel.java", "Java", 0, 0, 0, 18, 0, 0, 3, 21
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\offer\OfferServiceModel.java", "Java", 0, 0, 0, 29, 0, 0, 3, 32
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\models\user\AuthorizedUserServiceModel.java", "Java", 0, 0, 0, 42, 0, 1, 7, 50
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\AccountService.java", "Java", 0, 0, 0, 9, 0, 0, 6, 15
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\AdminService.java", "Java", 0, 0, 0, 11, 0, 0, 5, 16
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\AsyncUserLogger.java", "Java", 0, 0, 0, 14, 0, 1, 10, 25
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\EmailService.java", "Java", 0, 0, 0, 5, 0, 0, 3, 8
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\InitialStateService.java", "Java", 0, 0, 0, 5, 0, 0, 3, 8
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\LocationService.java", "Java", 0, 0, 0, 6, 0, 0, 3, 9
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\MakerService.java", "Java", 0, 0, 0, 17, 0, 0, 10, 27
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\MediaFileService.java", "Java", 0, 0, 0, 33, 0, 0, 12, 45
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\OfferService.java", "Java", 0, 0, 0, 14, 0, 0, 5, 19
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\PasswordService.java", "Java", 0, 0, 0, 13, 0, 0, 10, 23
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\RestErrorService.java", "Java", 0, 0, 0, 13, 0, 0, 7, 20
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\StorageService.java", "Java", 0, 0, 0, 15, 0, 0, 7, 22
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\ThumbnailService.java", "Java", 0, 0, 0, 8, 0, 0, 6, 14
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\UserService.java", "Java", 0, 0, 0, 20, 0, 0, 11, 31
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\AccountServiceImpl.java", "Java", 0, 0, 0, 144, 0, 2, 15, 161
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\AdminServiceImpl.java", "Java", 0, 0, 0, 158, 0, 1, 12, 171
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\AsyncUserLoggerImpl.java", "Java", 0, 0, 0, 63, 0, 0, 11, 74
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\DatabaseFileStorageService.java", "Java", 0, 0, 0, 51, 0, 0, 9, 60
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\DropboxService.java", "Java", 0, 0, 0, 94, 0, 0, 12, 106
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\EmailServiceImpl.java", "Java", 0, 0, 0, 76, 0, 2, 12, 90
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\InitialStateServiceImpl.java", "Java", 0, 0, 0, 75, 0, 0, 15, 90
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\LocalFolderStorageService.java", "Java", 0, 0, 0, 93, 0, 0, 13, 106
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\LocationServiceImpl.java", "Java", 0, 0, 0, 17, 0, 0, 5, 22
"c:\Users\vasat\Desktop\GitHub\autohouse-server\src\main\java\bg\autohouse\service\services\impl\MakerServiceImpl.java", "Java", 0, 0, 0, 96, 0, 1, 11, 108
